"","Name","System","RT","Pubchem"
"3512","HMDB0013648","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.43995,54428293
"3513","HMDB0033438","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.43995,12656
"3514","HMDB0031042","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.06626667,158573
"3515","HMDB0061663","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.06626667,15110021
"3516","HMDB0033319","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.99585,632845
"3517","HMDB0041099","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.99585,131753027
"3518","HMDB0059794","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.998983333,NA
"3519","HMDB0014609","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.07075,4815
"3520","HMDB0030120","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.07075,11022681
"3521","HMDB0034812","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.07075,NA
"3522","HMDB0036746","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.07075,353479
"3523","HMDB0039030","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.07075,14213970
"3524","HMDB0006032","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.94065,3366443
"3525","HMDB0013328","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.321416667,71464499
"3526","HMDB0062544","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.321416667,72986290
"3527","HMDB0060413","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.5646,73846132
"3528","HMDB0006240","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.456483333,70335
"3529","HMDB0029739","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.456483333,397
"3530","HMDB0000279","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,1087
"3531","HMDB0000684","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,846
"3532","HMDB0000866","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,89216
"3533","HMDB0012948","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,440743
"3534","HMDB0013068","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,100185
"3535","HMDB0030759","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,5320780
"3536","HMDB0032227","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,53421446
"3537","HMDB0032443","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,234237
"3538","HMDB0035177","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,15847403
"3539","HMDB0037704","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,62660
"3540","HMDB0037738","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,91749580
"3541","HMDB0038281","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,65287
"3542","HMDB0038614","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,69247902
"3543","HMDB0038676","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,131752421
"3544","HMDB0040443","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,105041
"3545","HMDB0041318","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,61091
"3546","HMDB0060757","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,719629
"3547","HMDB0061654","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.591616667,3083221
"3548","HMDB0014390","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.995366667,2344
"3549","HMDB0015192","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.995366667,4539
"3550","HMDB0029006","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.995366667,14410593
"3551","HMDB0029090","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.995366667,4427709
"3552","HMDB0060890","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.995366667,71434015
"3553","HMDB0000372","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.695266667,97943
"3554","HMDB0012941","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.695266667,76043822
"3555","HMDB0012942","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.695266667,14132622
"3556","HMDB0015027","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.695266667,3049
"3557","HMDB0036387","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.695266667,61051
"3558","HMDB0038995","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.695266667,4204
"3559","HMDB0014539","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,2576
"3560","HMDB0029350","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,19802
"3561","HMDB0030428","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,240119
"3562","HMDB0031383","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,14633005
"3563","HMDB0031384","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,131751163
"3564","HMDB0032054","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,85741
"3565","HMDB0032209","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,90592
"3566","HMDB0032291","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,111352
"3567","HMDB0032343","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,22082179
"3568","HMDB0033228","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,57509397
"3569","HMDB0034673","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,12302239
"3570","HMDB0035287","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,345471
"3571","HMDB0035887","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,53438697
"3572","HMDB0036032","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,14433088
"3573","HMDB0036730","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,73200635
"3574","HMDB0036880","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,78409367
"3575","HMDB0037195","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,61406
"3576","HMDB0037279","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,131752167
"3577","HMDB0037284","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,NA
"3578","HMDB0038136","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,5316212
"3579","HMDB0038138","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,85864149
"3580","HMDB0038196","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,90806
"3581","HMDB0038197","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,117301
"3582","HMDB0038247","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,110801
"3583","HMDB0038248","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,60968
"3584","HMDB0038250","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,60968
"3585","HMDB0039130","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,71353119
"3586","HMDB0039745","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,85953263
"3587","HMDB0040273","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,585911
"3588","HMDB0040281","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.999883333,82605
"3589","HMDB0031042","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.6481,158573
"3590","HMDB0061663","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.6481,15110021
"3591","HMDB0034045","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9438,4479887
"3592","HMDB0038413","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9438,NA
"3593","HMDB0015506","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.1331,4756
"3594","HMDB0029864","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.1331,62275
"3595","HMDB0030247","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.1331,5320347
"3596","HMDB0036524","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.1331,131752004
"3597","HMDB0039558","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.1331,85102744
"3598","HMDB0039886","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.1331,85234534
"3599","HMDB0000252","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.02498333,1104
"3600","HMDB0001480","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.02498333,631
"3601","HMDB0002100","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.02498333,4671
"3602","HMDB0061651","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.02498333,71346921
"3603","HMDB0015506","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.4108,4756
"3604","HMDB0029864","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.4108,62275
"3605","HMDB0030247","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.4108,5320347
"3606","HMDB0036524","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.4108,131752004
"3607","HMDB0039558","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.4108,85102744
"3608","HMDB0039886","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.4108,85234534
"3609","HMDB0005771","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.31035,12833056
"3610","HMDB0033337","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.31035,53436785
"3611","HMDB0039233","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.31035,13889681
"3612","HMDB0060717","Waters ACQUITY UPLC with Synapt G1 Q-TOF",5.31035,74603257
"3613","HMDB0030758","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,12314744
"3614","HMDB0031676","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,73815034
"3615","HMDB0036318","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,72791584
"3616","HMDB0036603","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,12314746
"3617","HMDB0036846","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,14539953
"3618","HMDB0038306","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,75995908
"3619","HMDB0040334","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,71587382
"3620","HMDB0040335","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,529056
"3621","HMDB0040336","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,88623012
"3622","HMDB0040337","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,88622901
"3623","HMDB0040614","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,72777210
"3624","HMDB0040713","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.300033333,73816202
"3625","HMDB0001412","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,170
"3626","HMDB0006488","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,905
"3627","HMDB0010329","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,76064178
"3628","HMDB0014716","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,5647
"3629","HMDB0028799","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,18218206
"3630","HMDB0028883","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,9903897
"3631","HMDB0028899","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,131750770
"3632","HMDB0029151","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,18218206
"3633","HMDB0031094","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,6050
"3634","HMDB0060494","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.447066667,4478045
"3635","HMDB0028705","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.065833333,9817433
"3636","HMDB0028747","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.065833333,18218189
"3637","HMDB0035473","Waters ACQUITY UPLC with Synapt G1 Q-TOF",10.94061667,3015189
"3638","HMDB0038685","Waters ACQUITY UPLC with Synapt G1 Q-TOF",10.94061667,10016749
"3639","HMDB0004708","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.7231,153001
"3640","HMDB0004710","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.7231,153003
"3641","HMDB0012109","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.7231,78410011
"3642","HMDB0030936","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.7231,78383979
"3643","HMDB0038555","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.7231,153001
"3644","HMDB0000133","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.590733333,765
"3645","HMDB0003333","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.590733333,3964517
"3646","HMDB0005010","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.590733333,5203
"3647","HMDB0005033","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.590733333,119607
"3648","HMDB0015024","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.590733333,2471
"3649","HMDB0040462","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.590733333,85101044
"3650","HMDB0029052","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.814616667,18218242
"3651","HMDB0029136","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.814616667,139506
"3652","HMDB0033891","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.814616667,87253536
"3653","HMDB0039948","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.814616667,85303757
"3654","HMDB0061808","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.814616667,20572
"3655","HMDB0094706","Waters ACQUITY UPLC with Synapt G1 Q-TOF",4.814616667,18218242
"3656","HMDB0006595","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.65475,76040385
"3657","HMDB0036592","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.65475,131752015
"3658","HMDB0000477","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,53431318
"3659","HMDB0002725","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,220503
"3660","HMDB0015568","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,5311
"3661","HMDB0029008","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,4096934
"3662","HMDB0029134","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,144746
"3663","HMDB0029351","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,24837
"3664","HMDB0030429","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,564550
"3665","HMDB0031086","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,31267
"3666","HMDB0031802","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,42586
"3667","HMDB0032340","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,94396
"3668","HMDB0033463","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,10384
"3669","HMDB0035579","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,10039032
"3670","HMDB0035963","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,85248526
"3671","HMDB0037191","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,61521
"3672","HMDB0037230","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,8767
"3673","HMDB0037805","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,3591866
"3674","HMDB0038255","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,3020406
"3675","HMDB0039131","Waters ACQUITY UPLC with Synapt G1 Q-TOF",9.39375,85774556
"3676","HMDB0000594","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,558649
"3677","HMDB0001894","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,2242
"3678","HMDB0006005","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,188972
"3679","HMDB0028875","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,61157166
"3680","HMDB0029106","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,69040603
"3681","HMDB0029562","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,558649
"3682","HMDB0031865","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,6669
"3683","HMDB0032058","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,61046
"3684","HMDB0032349","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,61046
"3685","HMDB0032776","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,27999
"3686","HMDB0038256","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,278476
"3687","HMDB0038514","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,131752386
"3688","HMDB0040734","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,10857709
"3689","HMDB0062178","Waters ACQUITY UPLC with Synapt G1 Q-TOF",8.849583333,12919057
"3690","HMDB0028846","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.148316667,306144
"3691","HMDB0028951","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.148316667,259320
"3692","HMDB0061189","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.148316667,71464474
"3693","HMDB0029772","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.030783333,73815023
"3694","HMDB0030370","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.030783333,14312560
"3695","HMDB0035212","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.030783333,75990140
"3696","HMDB0039084","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.030783333,NA
"3697","HMDB0000894","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,53477718
"3698","HMDB0014491","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,5576
"3699","HMDB0029445","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,131750870
"3700","HMDB0030416","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,16070004
"3701","HMDB0030987","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,85931447
"3702","HMDB0032161","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,6579
"3703","HMDB0033105","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,131751373
"3704","HMDB0033106","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,131751374
"3705","HMDB0033909","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,4641377
"3706","HMDB0034894","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,12285901
"3707","HMDB0038696","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,321247
"3708","HMDB0038736","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,75614573
"3709","HMDB0060669","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,9921310
"3710","HMDB0060670","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,10400039
"3711","HMDB0061082","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,232592
"3712","HMDB0061705","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.888483333,3014237
"3713","HMDB0000238","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,5200
"3714","HMDB0000468","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,2380
"3715","HMDB0000633","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,2380
"3716","HMDB0000817","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,2380
"3717","HMDB0000855","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,NA
"3718","HMDB0001195","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,128973
"3719","HMDB0001857","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,70346
"3720","HMDB0001982","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,83126
"3721","HMDB0002026","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,108712
"3722","HMDB0002263","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,160643
"3723","HMDB0002275","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,659
"3724","HMDB0004308","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,87909
"3725","HMDB0011103","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,91611
"3726","HMDB0013639","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,53481912
"3727","HMDB0015139","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,3454
"3728","HMDB0029928","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,5318134
"3729","HMDB0059704","Waters ACQUITY UPLC with Synapt G1 Q-TOF",2.693383333,108713
"3730","HMDB0001546","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.918983333,290
"3731","HMDB0035473","Waters ACQUITY UPLC with Synapt G1 Q-TOF",10.56111667,3015189
"3732","HMDB0038685","Waters ACQUITY UPLC with Synapt G1 Q-TOF",10.56111667,10016749
"3733","HMDB0031042","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.8554,158573
"3734","HMDB0061663","Waters ACQUITY UPLC with Synapt G1 Q-TOF",11.8554,15110021
"3735","HMDB0002149","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.775566667,13650
"3736","HMDB0029535","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.775566667,NA
"3737","HMDB0029865","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.775566667,5281426
"3738","HMDB0030588","Waters ACQUITY UPLC with Synapt G1 Q-TOF",6.775566667,5284457
"3739","HMDB0000856","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,11506771
"3740","HMDB0011596","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,14158290
"3741","HMDB0028685","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,542027
"3742","HMDB0028701","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,131750731
"3743","HMDB0028790","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,20073769
"3744","HMDB0029142","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,20073769
"3745","HMDB0029189","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,131750807
"3746","HMDB0035610","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,131751813
"3747","HMDB0059662","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,14158290
"3748","HMDB0061126","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.261883333,NA
"3749","HMDB0000252","Waters ACQUITY UPLC with Synapt G1 Q-TOF",13.86035,1104
"3750","HMDB0001480","Waters ACQUITY UPLC with Synapt G1 Q-TOF",13.86035,631
"3751","HMDB0002100","Waters ACQUITY UPLC with Synapt G1 Q-TOF",13.86035,4671
"3752","HMDB0061651","Waters ACQUITY UPLC with Synapt G1 Q-TOF",13.86035,71346921
"3753","HMDB0012134","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9061,562
"3754","HMDB0029442","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9061,350625
"3755","HMDB0031340","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9061,7533
"3756","HMDB0036204","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9061,57509249
"3757","HMDB0059611","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.9061,440159
"3758","HMDB0029325","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.824433333,73746294
"3759","HMDB0031752","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.824433333,165628
"3760","HMDB0041649","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.824433333,131753175
"3761","HMDB0041681","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.824433333,54322089
"3762","HMDB0041699","Waters ACQUITY UPLC with Synapt G1 Q-TOF",3.824433333,131753185
"3763","HMDB0000230","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.075266667,906
"3764","HMDB0000773","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.075266667,906
"3765","HMDB0062562","Waters ACQUITY UPLC with Synapt G1 Q-TOF",7.075266667,1178
"3766","HMDB0029748","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.323616667,49970
"3767","HMDB0039082","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.323616667,9856525
"3768","HMDB0039238","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.323616667,62389
"3769","HMDB0059797","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.557366667,98490
"3770","HMDB0059798","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.557366667,69061
"3771","HMDB0059799","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.557366667,95724
"3772","HMDB0059800","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.557366667,82105
"3773","HMDB0059801","Waters ACQUITY UPLC with Synapt G1 Q-TOF",1.557366667,10229
"3774","HMDB0000802","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,73000
"3775","HMDB0029572","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,8077
"3776","HMDB0031157","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,548353
"3777","HMDB0031187","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,12518
"3778","HMDB0031708","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,23110
"3779","HMDB0031872","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,16592
"3780","HMDB0033552","Waters ACQUITY UPLC with Synapt G1 Q-TOF",0.988083333,520119
"3781","HMDB0000718","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,10430
"3782","HMDB0000892","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,7991
"3783","HMDB0002176","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,8314
"3784","HMDB0030058","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,7749
"3785","HMDB0031175","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,7360
"3786","HMDB0031241","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,7915
"3787","HMDB0031247","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,10957
"3788","HMDB0031249","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,11039
"3789","HMDB0031516","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,62484
"3790","HMDB0032230","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,102993
"3791","HMDB0032263","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,6378
"3792","HMDB0032589","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,13308867
"3793","HMDB0033217","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,15382184
"3794","HMDB0033642","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,85204241
"3795","HMDB0033742","Waters ACQUITY UPLC with Synapt G1 Q-TOF",14.09095,8314
