"","Pubchem","System","mmass","rt","model_prediction"
"1232",160556,"MTBLS87",276.132136382,13.3,4.23982950846354
"1233",161166,"FEM_orbitrap_plasma",208.08479226,2.42,10.0783764648437
"1234",161166,"OBSF",208.08479226,4.01,10.0783764648437
"1235",161166,"RIKEN",208.08479226,1.1,10.0783764648437
"1236",165271,"MTBLS87",141.090211989,16.3,0.492258097330729
"1237",165271,"RIKEN",141.090211989,0.14,0.492258097330729
"1238",171548,"MTBLS38",244.088163078,9.213071607,10.4992464192708
"1239",171548,"MTBLS38",244.088163078,9.209074365,10.4992464192708
"1240",171548,"MTBLS87",244.088163078,6.2,10.4992464192708
"1241",182232,"RIKEN",290.07903818,1.31,10.5031103515625
"1242",186004,"MTBLS87",265.9592695,15.6,8.56834309895833
"1243",219993,"FEM_long",504.169034976,2.605,1.38537780761719
"1244",221493,"UFZ_Phenomenex",408.28757439,26.6,13.4288191731771
"1245",221493,"FEM_orbitrap_urine",408.28757439,14.98,13.4288191731771
"1246",221493,"LIFE_old",408.28757439,3.399883333,13.4288191731771
"1247",221493,"LIFE_new",408.28757439,4.456666667,13.4288191731771
"1248",221493,"IPB_Halle",408.28757439,8.94125,13.4288191731771
"1249",221493,"FEM_orbitrap_plasma",408.28757439,11.45,13.4288191731771
"1250",221493,"FEM_orbitrap_plasma",408.28757439,11.56,13.4288191731771
"1251",221493,"MTBLS20",408.28757439,9.2,13.4288191731771
"1252",221493,"FEM_lipids",408.28757439,2.2,13.4288191731771
"1253",222284,"FEM_lipids",414.38616623,16.6,16.7898649088542
"1254",222528,"LIFE_old",392.292659768,3.938633333,16.9282063802083
"1255",222528,"IPB_Halle",392.292659768,10.7043,16.9282063802083
"1256",222528,"LIFE_new",392.292659768,4.620166667,16.9282063802083
"1257",222528,"FEM_orbitrap_plasma",392.292659768,13.83,16.9282063802083
"1258",222528,"FEM_orbitrap_urine",392.292659768,16.44,16.9282063802083
"1259",222528,"FEM_lipids",392.292659768,3.5,16.9282063802083
"1260",222656,"RIKEN",134.021523302,0.23,7.54327311197917
"1261",222656,"MTBLS39",134.021523302,2.718607767,7.54327311197917
"1262",222786,"LIFE_old",360.193674006,2.606833333,12.5110188802083
"1263",222786,"IPB_Halle",360.193674006,6.606466667,12.5110188802083
"1264",222786,"UFZ_Phenomenex",360.193674006,22.8,12.5110188802083
"1265",222786,"LIFE_new",360.193674006,3.844783333,12.5110188802083
"1266",235284,"UniToyama_Atlantis",470.194067936,19.764117,15.4897412109375
"1267",237332,"FEM_long",126.031694058,11.94,8.17819986979167
"1268",246983,"FEM_lipids",426.386166222,15,20.9153564453125
"1269",259325,"IPB_Halle",278.16304258,4.2,10.2085205078125
"1270",262500,"PFR-TK72",867.498020671,7.91,1.92477661132813
"1271",275196,"MPI_Symmetry",413.147452095,10.00476667,10.2484505208333
"1272",282014,"FEM_long",274.084123558,24.37,10.4252587890625
"1273",282014,"FEM_short",274.084123558,15.55,10.4252587890625
"1274",317398,"IPB_Halle",281.112403993,1.1,1.52078399658203
"1275",345471,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",238.193280076,6.999883333,14.4733430989583
"1276",348154,"LIFE_new",182.057908808,3.059316667,8.4295556640625
"1277",348154,"INRA_QTOF",182.057908808,8.3,8.4295556640625
"1278",348154,"LIFE_old",182.057908808,1.685716667,8.4295556640625
"1279",348154,"Qtof-PFEM",182.057908808,9.65,8.4295556640625
"1280",387316,"MTBLS19",499.296758867,3.891666667,12.2744401041667
"1281",387316,"MTBLS17",499.296758867,3.448333333,12.2744401041667
"1282",387316,"FEM_lipids",499.296758867,1.5,12.2744401041667
"1283",387316,"FEM_orbitrap_plasma",499.296758867,10.55,12.2744401041667
"1284",387316,"FEM_orbitrap_urine",499.296758867,13.72,12.2744401041667
"1285",387316,"FEM_orbitrap_plasma",499.296758867,10.58,12.2744401041667
"1286",422111,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",366.167853186,1.88535,12.1590852864583
"1287",422111,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",366.167853186,2.163066667,12.1590852864583
"1288",432116,"UniToyama_Atlantis",800.492207012,13.305517,11.4687679036458
"1289",439162,"RIKEN",172.013674532,0.16,6.52072469075521
"1290",439174,"MTBLS87",221.089937217,9.3,11.1493953450521
"1291",439176,"MTBLS38",297.089560061,8.319762438,9.51465657552083
"1292",439176,"RIKEN",297.089560061,1.14,9.51465657552083
"1293",439193,"RIKEN",342.116211546,0.19,5.16095784505208
"1294",439213,"MTBLS87",179.079372531,11.6,1.31293141682943
"1295",439213,"RIKEN",179.079372531,0.15,1.31293141682943
"1296",439216,"OBSF",158.03275669,1.07,6.9401611328125
"1297",439224,"RIKEN",226.106590334,0.16,1.38808715820312
"1298",439224,"LIFE_new",226.106590334,0.437233333,1.38808715820312
"1299",439227,"RIKEN",129.078978601,0.27,1.42165883382161
"1300",439232,"MTBLS87",174.100442324,11.1,5.76955200195312
"1301",439246,"RIKEN",272.068473494,1.67,13.1976953125
"1302",439246,"FEM_orbitrap_plasma",272.068473494,9.81,13.1976953125
"1303",439246,"PFR-TK72",272.068473494,8.88,13.1976953125
"1304",439258,"RIKEN",222.067427636,0.16,1.67995361328125
"1305",439260,"RIKEN",169.073893223,0.19,1.34834686279297
"1306",439283,"LIFE_old",190.095356946,0.542783333,0.856170145670573
"1307",439283,"LIFE_new",190.095356946,0.439783333,0.856170145670573
"1308",439335,"RIKEN",687.148877955,1.12,2.27179158528646
"1309",439357,"MTBLS39",180.063388116,2.399425637,9.488818359375
"1310",439378,"Cao_HILIC",174.100442324,10.61,1.56398630777995
"1311",439451,"RIKEN",342.116211546,0.16,7.98752685546875
"1312",439575,"Cao_HILIC",117.078978601,10.46,1.22386159261068
"1313",439577,"FEM_lipids",384.33921603,13.8,18.4657845052083
"1314",439586,"RIKEN",504.169034976,0.22,1.1669297281901
"1315",439631,"RIKEN",221.127660127,1.11,2.21573323567708
"1316",439742,"MTBLS36",114.042927446,1.506742082,6.99161865234375
"1317",439829,"FEM_orbitrap_plasma",231.147058165,3.73,11.8527164713542
"1318",439829,"MTBLS87",231.147058165,6.2,11.8527164713542
"1319",439829,"MTBLS20",231.147058165,5,11.8527164713542
"1320",439829,"FEM_orbitrap_urine",231.147058165,3.76,11.8527164713542
"1321",439960,"RIKEN",132.07864425,1.34,8.10774251302083
"1322",440018,"RIKEN",379.104935353,1.06,9.62638346354167
"1323",440080,"MTBLS36",504.169034976,1.875713244,1.45549570719401
"1324",440159,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",147.035399227,3.9061,7.65272705078125
"1325",440565,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",291.132670429,7.047,14.158271484375
"1326",440566,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",291.132670429,7.047,13.2919661458333
"1327",440567,"FEM_orbitrap_plasma",515.291673489,9.43,11.3036840820312
"1328",440567,"FEM_orbitrap_urine",515.291673489,12.16,11.3036840820312
"1329",440567,"FEM_orbitrap_plasma",515.291673489,9.4,11.3036840820312
"1330",440641,"MTBLS87",260.029718526,13.3,11.3765592447917
"1331",440735,"RIKEN",288.063388116,1.59,14.0320279947917
"1332",440743,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",208.08479226,4.591616667,8.41197021484375
"1333",440873,"LIFE_old",104.047344122,1.39625,6.77792928059896
"1334",440899,"MTBLS20",167.058243159,1.1,6.76479248046875
"1335",441341,"Eawag_XBridgeC18",170.105527702,3,6.38958129882812
"1336",441699,"RIKEN",449.108386514,1.18,9.27253011067708
"1337",442428,"INRA_QTOF",580.179205732,9.46,11.3767041015625
"1338",442428,"Cao_HILIC",580.179205732,7.51,11.3767041015625
"1339",442428,"Qtof-PFEM",580.179205732,9.46,11.3767041015625
"1340",442428,"UniToyama_Atlantis",580.179205732,11.79165,11.3767041015625
"1341",442428,"MPI_Symmetry",580.179205732,10.50886667,11.3767041015625
"1342",443651,"RIKEN",479.1189512,1.22,9.251787109375
"1343",443652,"PFR-TK72",493.134601264,3.86,9.43750569661458
"1344",443652,"RIKEN",493.134601264,1.29,9.43750569661458
"1345",443654,"MTBLS39",463.124036578,17.1697835,8.92116536458333
"1346",443654,"RIKEN",463.124036578,1.27,8.92116536458333
"1347",444212,"RIKEN",174.016437924,0.63,9.20751790364583
"1348",444266,"RIKEN",116.010958616,0.33,8.84484700520833
"1349",444493,"MTBLS87",809.125773051,10.5,2.11377136230469
"1350",444539,"RIKEN",148.0524295,1.64,14.6986653645833
"1351",444539,"FEM_orbitrap_urine",148.0524295,11.6,14.6986653645833
"1352",444539,"FEM_orbitrap_plasma",148.0524295,9.44,14.6986653645833
"1353",444791,"MTBLS36",194.042652674,1.614953228,9.05490559895833
"1354",444899,"FEM_orbitrap_urine",304.240230268,17.5,17.6507763671875
"1355",444899,"FEM_orbitrap_plasma",304.240230268,19.22,17.6507763671875
"1356",444972,"FEM_orbitrap_plasma",116.010958616,1.4,8.84484700520833
"1357",444972,"MTBLS87",116.010958616,13.1,8.84484700520833
"1358",444972,"MTBLS36",116.010958616,2.463573579,8.84484700520833
"1359",444972,"RIKEN",116.010958616,0.42,8.84484700520833
"1360",445154,"Qtof-PFEM",228.078644246,10.45,11.0843098958333
"1361",445154,"INRA_QTOF",228.078644246,10.45,11.0843098958333
"1362",445154,"MPI_Symmetry",228.078644246,11.45153333,11.0843098958333
"1363",445395,"MTBLS20",458.120264866,5.7,11.1240681966146
"1364",445580,"FEM_orbitrap_plasma",328.240230268,18.91,14.3118896484375
"1365",445580,"FEM_lipids",328.240230268,8.4,14.3118896484375
"1366",445580,"FEM_orbitrap_plasma",328.240230268,18.76,14.3118896484375
"1367",445638,"FEM_orbitrap_plasma",254.224580204,19.03,22.9154329427083
"1368",445638,"FEM_orbitrap_plasma",254.224580204,18.79,22.9154329427083
"1369",445638,"FEM_lipids",254.224580204,8.4,22.9154329427083
"1370",445639,"FEM_orbitrap_urine",282.255880332,17.9,22.5003450520833
"1371",445639,"FEM_orbitrap_plasma",282.255880332,16.71,22.5003450520833
"1372",445639,"FEM_orbitrap_plasma",282.255880332,15.3,22.5003450520833
"1373",445639,"FEM_lipids",282.255880332,10.3,22.5003450520833
"1374",445675,"MTBLS87",607.081569477,12.8,5.73306925455729
"1375",445858,"INRA_QTOF",194.057908808,9.48,11.6926953125
"1376",445858,"Qtof-PFEM",194.057908808,9.48,11.6926953125
"1377",445858,"FEM_orbitrap_urine",194.057908808,8.05,11.6926953125
"1378",445858,"RIKEN",194.057908808,1.44,11.6926953125
"1379",445858,"FEM_orbitrap_plasma",194.057908808,6.99,11.6926953125
"1380",446220,"Eawag_XBridgeC18",303.147058165,5,11.95580078125
"1381",448537,"UFZ_Phenomenex",268.146329884,24.9,12.9957080078125
"1382",449093,"RIKEN",219.112010063,1.11,8.27026041666667
"1383",449093,"MTBLS38",219.112010063,7.573337523,8.27026041666667
"1384",452306,"LIFE_old",554.24440572,1.8705,7.81675944010417
"1385",452306,"LIFE_new",554.24440572,3.440183333,7.81675944010417
"1386",460602,"FEM_lipids",495.332489471,5.9,15.5664046223958
"1387",460602,"FEM_orbitrap_plasma",495.332489471,14.64,15.5664046223958
"1388",460602,"MTBLS17",495.332489471,4.981666667,15.5664046223958
"1389",493570,"MTBLS20",376.138284392,5.7,11.4726204427083
"1390",493570,"OBSF",376.138284392,7.22,11.4726204427083
"1391",493570,"Cao_HILIC",376.138284392,7.85,11.4726204427083
"1392",497299,"MTBLS17",523.363789599,5.643333333,11.9783333333333
"1393",500213,"FEM_orbitrap_plasma",426.386166222,16.17,18.8967724609375
"1394",521332,"FEM_long",308.271530396,50.1,21.4958089192708
"1395",637540,"FEM_orbitrap_urine",164.047344122,8.94,12.1128922526042
"1396",637540,"RIKEN",164.047344122,1.51,12.1128922526042
"1397",637540,"FEM_orbitrap_plasma",164.047344122,7.75,12.1128922526042
"1398",637541,"FEM_orbitrap_plasma",164.047344122,7.23,11.282158203125
"1399",637541,"LIFE_new",164.047344122,3.5286,11.282158203125
"1400",637541,"FEM_orbitrap_urine",164.047344122,8.16,11.282158203125
"1401",637541,"MTBLS38",164.047344122,9.540890975,11.282158203125
"1402",637542,"MTBLS36",164.047344122,8.991250534,11.5448128255208
"1403",637542,"Qtof-PFEM",164.047344122,9.24,11.5448128255208
"1404",637542,"INRA_QTOF",164.047344122,9.24,11.5448128255208
"1405",637542,"PFR-TK72",164.047344122,5.04,11.5448128255208
"1406",637542,"RIKEN",164.047344122,1.41,11.5448128255208
"1407",637542,"FEM_orbitrap_plasma",164.047344122,6.65,11.5448128255208
"1408",637542,"FEM_orbitrap_urine",164.047344122,7.44,11.5448128255208
"1409",637775,"FEM_orbitrap_urine",224.068473494,8.16,11.6982332356771
"1410",637775,"INRA_QTOF",224.068473494,9.44,11.6982332356771
"1411",637775,"RIKEN",224.068473494,1.44,11.6982332356771
"1412",639665,"MPI_Symmetry",354.146723814,18.467,13.9511214192708
"1413",643327,"IPB_Halle",166.062994186,4.370816667,9.93525716145833
"1414",643327,"LIFE_old",166.062994186,2.07815,9.93525716145833
"1415",643327,"LIFE_new",166.062994186,3.4909,9.93525716145833
"1416",643327,"RIKEN",166.062994186,1.42,9.93525716145833
"1417",643757,"MTBLS36",174.016437924,4.461383991,9.20751790364583
"1418",643757,"MTBLS87",174.016437924,15.5,9.20751790364583
"1419",643975,"MTBLS87",785.157134455,9.4,4.32730997721354
"1420",644102,"MTBLS36",173.911925378,1.474684685,10.864013671875
"1421",689043,"RIKEN",180.042258744,1.3,10.4119401041667
"1422",689043,"LIFE_old",180.042258744,1.704675,10.4119401041667
"1423",689043,"Qtof-PFEM",180.042258744,8.5,10.4119401041667
"1424",689043,"LIFE_new",180.042258744,3.200966667,10.4119401041667
"1425",689043,"PFR-TK72",180.042258744,3.86,10.4119401041667
"1426",689043,"IPB_Halle",180.042258744,3.493666667,10.4119401041667
"1427",689043,"INRA_QTOF",180.042258744,8.5,10.4119401041667
"1428",736186,"FEM_orbitrap_urine",194.057908808,8.31,11.6926953125
"1429",736186,"MTBLS20",194.057908808,6.7,11.6926953125
"1430",736715,"RIKEN",138.042927446,0.38,2.72176493326823
"1431",969516,"Qtof-PFEM",368.125988372,13.63,14.0189485677083
"1432",969516,"INRA_QTOF",368.125988372,13.63,14.0189485677083
"1433",1548943,"RIKEN",305.199093735,1.93,14.9627766927083
"1434",1549111,"FEM_orbitrap_urine",180.042258744,6.08,10.4119401041667
"1435",1794427,"INRA_QTOF",354.095082174,8.02,11.7814794921875
"1436",1794427,"PFR-TK72",354.095082174,3.21,11.7814794921875
"1437",1794427,"MTBLS20",354.095082174,5.5,11.7814794921875
"1438",1794427,"MTBLS36",354.095082174,9.089816471,11.7814794921875
"1439",1794427,"Qtof-PFEM",354.095082174,8.02,11.7814794921875
"1440",2724480,"MTBLS87",161.105193351,10.9,8.50131184895833
"1441",2724480,"FEM_orbitrap_urine",161.105193351,1,8.50131184895833
"1442",2724480,"FEM_orbitrap_plasma",161.105193351,1,8.50131184895833
"1443",2733768,"LIFE_new",499.296758867,4.458375,12.9329703776042
"1444",2733768,"FEM_orbitrap_urine",499.296758867,14.09,12.9329703776042
"1445",2733768,"FEM_orbitrap_plasma",499.296758867,10.8,12.9329703776042
"1446",2733768,"FEM_lipids",499.296758867,1.6,12.9329703776042
"1447",2733768,"LIFE_old",499.296758867,3.329583333,12.9329703776042
"1448",3000715,"Eawag_XBridgeC18",242.10889852,9,12.7889225260417
"1449",3037582,"RIKEN",210.037567296,2.13,8.47649658203125
"1450",3080558,"LIFE_old",318.255880332,4.33025,17.1611767578125
"1451",3084407,"MTBLS52",594.15847029,5.2525,11.0186946614583
"1452",3246323,"Cao_HILIC",199.024573569,14.52,1.36368316650391
"1453",3794292,"UniToyama_Atlantis",418.126382302,10.84745,12.8705843098958
"1454",4641377,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",304.127051004,1.888483333,1.35310862223307
"1455",5280343,"LIFE_new",302.042652674,3.739516667,12.0301822916667
"1456",5280343,"FEM_long",302.042652674,33.98,12.0301822916667
"1457",5280343,"MTBLS38",302.042652674,9.787921123,12.0301822916667
"1458",5280343,"UniToyama_Atlantis",302.042652674,14.618333,12.0301822916667
"1459",5280343,"MPI_Symmetry",302.042652674,12.22205,12.0301822916667
"1460",5280343,"PFR-TK72",302.042652674,7.8,12.0301822916667
"1461",5280371,"Qtof-PFEM",202.026608673,11.02,14.02744140625
"1462",5280371,"INRA_QTOF",202.026608673,11.02,14.02744140625
"1463",5280373,"MPI_Symmetry",284.068473486,16.05868333,13.0457080078125
"1464",5280443,"UniToyama_Atlantis",270.05282343,16.401667,12.6736515299479
"1465",5280443,"MTBLS38",270.05282343,9.923608137,12.6736515299479
"1466",5280443,"FEM_long",270.05282343,37.1,12.6736515299479
"1467",5280445,"INRA_QTOF",286.047738052,10.79,12.2364770507813
"1468",5280445,"UniToyama_Atlantis",286.047738052,14.685,12.2364770507813
"1469",5280445,"LIFE_new",286.047738052,3.745875,12.2364770507813
"1470",5280445,"FEM_orbitrap_plasma",286.047738052,8.945,12.2364770507813
"1471",5280445,"FEM_long",286.047738052,34.69,12.2364770507813
"1472",5280445,"PFR-TK72",286.047738052,7.75,12.2364770507813
"1473",5280450,"FEM_lipids",280.240230268,8.9,21.1367171223958
"1474",5280450,"MTBLS19",280.240230268,7.438333333,21.1367171223958
"1475",5280450,"FEM_orbitrap_plasma",280.240230268,17.11,21.1367171223958
"1476",5280459,"RIKEN",448.100561482,1.46,11.6058040364583
"1477",5280459,"PFR-TK72",448.100561482,6.02,11.6058040364583
"1478",5280459,"FEM_orbitrap_plasma",448.100561482,6.845,11.6058040364583
"1479",5280460,"FEM_long",192.042258738,24.58,11.6360009765625
"1480",5280460,"IPB_Halle",192.042258738,4.5,11.6360009765625
"1481",5280507,"RIKEN",210.089208936,2.13,12.9915885416667
"1482",5280523,"RIKEN",176.068473494,1.21,11.3775081380208
"1483",5280535,"MTBLS36",150.068079564,1.615921534,9.46044677734375
"1484",5280567,"FEM_long",176.047344122,27.81,9.77238850911458
"1485",5280567,"FEM_orbitrap_plasma",176.047344122,7.825,9.77238850911458
"1486",5280567,"UFZ_Phenomenex",176.047344122,20.1,9.77238850911458
"1487",5280637,"RIKEN",448.100561482,1.41,10.8820084635417
"1488",5280637,"FEM_orbitrap_plasma",448.100561482,7.04,10.8820084635417
"1489",5280666,"UniToyama_Atlantis",300.063388116,16.701667,12.0981005859375
"1490",5280794,"FEM_orbitrap_plasma",412.370516166,20.3,19.3320426432292
"1491",5280794,"FEM_lipids",412.370516166,16,19.3320426432292
"1492",5280805,"MPI_Symmetry",610.153384912,9.7244,11.0503108723958
"1493",5280805,"Cao_HILIC",610.153384912,9.3,11.0503108723958
"1494",5280805,"PFR-TK72",610.153384912,5.07,11.0503108723958
"1495",5280863,"INRA_QTOF",286.047738052,11.6,12.4737817382813
"1496",5280863,"FEM_orbitrap_plasma",286.047738052,7.315,12.4737817382813
"1497",5280863,"PFR-TK72",286.047738052,9.01,12.4737817382813
"1498",5280863,"MTBLS38",286.047738052,9.977029608,12.4737817382813
"1499",5280863,"LIFE_old",286.047738052,2.7594,12.4737817382813
"1500",5280863,"FEM_long",286.047738052,36.605,12.4737817382813
"1501",5280863,"UniToyama_Atlantis",286.047738052,16.655783,12.4737817382813
"1502",5280863,"MPI_Symmetry",286.047738052,13.33588333,12.4737817382813
"1503",5280863,"LIFE_new",286.047738052,3.882766667,12.4737817382813
"1504",5280934,"FEM_lipids",278.224580204,7.8,19.839765625
"1505",5280934,"FEM_orbitrap_plasma",278.224580204,18.42,19.839765625
"1506",5280934,"FEM_orbitrap_plasma",278.224580204,18.235,19.839765625
"1507",5280961,"INRA_QTOF",270.052823422,11.52,12.4278377278646
"1508",5280961,"MPI_Symmetry",270.052823422,13.08253333,12.4278377278646
"1509",5280961,"Qtof-PFEM",270.052823422,11.53,12.4278377278646
"1510",5280961,"UniToyama_Atlantis",270.052823422,16.343333,12.4278377278646
"1511",5280961,"FEM_long",270.052823422,35.1,12.4278377278646
"1512",5280961,"UFZ_Phenomenex",270.052823422,23.1,12.4278377278646
"1513",5281037,"Eawag_XBridgeC18",424.145677956,6.3,14.0758430989583
"1514",5281116,"FEM_orbitrap_plasma",338.318480588,17.7,21.2681998697917
"1515",5281116,"FEM_lipids",338.318480588,14,21.2681998697917
"1516",5281116,"FEM_orbitrap_urine",338.318480588,18.63,21.2681998697917
"1517",5281119,"FEM_lipids",226.193280076,6.6,21.88162109375
"1518",5281166,"RIKEN",210.125594442,1.68,11.3162223307292
"1519",5281404,"MPI_Symmetry",182.08439833,7.80765,11.4989518229167
"1520",5281416,"FEM_short",178.026608673,12.19,10.4270865885417
"1521",5281416,"FEM_long",178.026608673,20.13,10.4270865885417
"1522",5281416,"MTBLS38",178.026608673,9.236587745,10.4270865885417
"1523",5281416,"FEM_orbitrap_plasma",178.026608673,5.5,10.4270865885417
"1524",5281416,"MTBLS38",178.026608673,9.234648177,10.4270865885417
"1525",5281416,"IPB_Halle",178.026608673,3.4,10.4270865885417
"1526",5281426,"FEM_orbitrap_plasma",162.031694053,6.845,10.8788826497396
"1527",5281426,"FEM_long",162.031694053,23.9,10.8788826497396
"1528",5281426,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",162.031694053,6.775566667,10.8788826497396
"1529",5281426,"PFR-TK72",162.031694053,5.43,10.8788826497396
"1530",5281600,"UniToyama_Atlantis",538.089996796,16.118333,15.0541861979167
"1531",5281600,"MPI_Symmetry",538.089996796,14.17426667,15.0541861979167
"1532",5281607,"FEM_long",254.057908808,40.88,13.5638216145833
"1533",5281612,"UniToyama_Atlantis",300.063388116,15.526667,12.0981005859375
"1534",5281612,"UniToyama_Atlantis",300.063388116,15.620417,12.0981005859375
"1535",5281616,"FEM_long",270.05282343,41.38,15.3538102213542
"1536",5281643,"PFR-TK72",464.095476104,5.24,10.5300960286458
"1537",5281643,"FEM_orbitrap_plasma",464.095476104,6.87,10.5300960286458
"1538",5281643,"RIKEN",464.095476104,1.4,10.5300960286458
"1539",5281654,"RIKEN",316.058302738,1.7,11.8662101236979
"1540",5281654,"Qtof-PFEM",316.058302738,11.72,11.8662101236979
"1541",5281654,"FEM_long",316.058302738,37.1,11.8662101236979
"1542",5281654,"INRA_QTOF",316.058302738,11.72,11.8662101236979
"1543",5281654,"UniToyama_Atlantis",316.058302738,17.035,11.8662101236979
"1544",5281654,"PFR-TK72",316.058302738,9.25,11.8662101236979
"1545",5281670,"FEM_long",302.042652674,31.915,13.9504752604167
"1546",5281670,"Cao_HILIC",302.042652674,6.55,13.9504752604167
"1547",5281670,"UniToyama_Atlantis",302.042652674,10.155783,13.9504752604167
"1548",5281672,"FEM_short",318.037567296,20.46,11.5570817057292
"1549",5281672,"FEM_long",318.037567296,30.89,11.5570817057292
"1550",5281672,"UniToyama_Atlantis",318.037567296,12.835,11.5570817057292
"1551",5281708,"FEM_long",254.057908802,32.5,10.8908748372396
"1552",5281708,"RIKEN",254.057908802,1.57,10.8908748372396
"1553",5281708,"UFZ_Phenomenex",254.057908802,21.7,10.8908748372396
"1554",5281792,"INRA_QTOF",360.084517488,9.87,15.5725162760417
"1555",5281792,"Qtof-PFEM",360.084517488,9.87,15.5725162760417
"1556",5281855,"FEM_orbitrap_urine",302.006267153,8.11,12.4544376627604
"1557",5281855,"FEM_long",302.006267153,30.2,12.4544376627604
"1558",5281855,"FEM_short",302.006267153,20.34,12.4544376627604
"1559",5282102,"FEM_orbitrap_plasma",448.100561482,7.305,10.2830485026042
"1560",5282768,"FEM_lipids",310.28718046,12.2,22.899228515625
"1561",5282768,"FEM_orbitrap_urine",310.28718046,17.03,22.899228515625
"1562",5283387,"LIFE_new",281.271864747,4.81385,21.7584993489583
"1563",5283387,"MTBLS19",281.271864747,7.156666667,21.7584993489583
"1564",5283565,"FEM_lipids",565.543395143,19.4,15.2251188151042
"1565",5283660,"FEM_orbitrap_plasma",398.354866094,14.4,17.6988639322917
"1566",5284371,"Eawag_XBridgeC18",299.152143543,2.8,3.62004435221354
"1567",5284457,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",324.063388116,6.775566667,16.2460416666667
"1568",5288826,"Eawag_XBridgeC18",285.136493479,1.1,1.50839192708333
"1569",5320083,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",366.110338308,8.1811,12.34388671875
"1570",5322095,"FEM_lipids",878.736340868,23.6,18.1120930989583
"1571",5351506,"IPB_Halle",340.07943211,2.9,11.8771858723958
"1572",5351506,"FEM_long",340.07943211,17.8,11.8771858723958
"1573",5352000,"FEM_long",464.095476104,28.3,10.5323291015625
"1574",5352000,"UniToyama_Atlantis",464.095476104,10.57245,10.5323291015625
"1575",5358385,"UniToyama_Atlantis",422.084911418,7.055783,11.4863883463542
"1576",5360515,"Eawag_XBridgeC18",341.162708229,3.1,9.926083984375
"1577",5382105,"FEM_long",448.100561482,25.485,10.47009765625
"1578",5382105,"FEM_orbitrap_plasma",448.100561482,6.25,10.47009765625
"1579",5385553,"Qtof-PFEM",432.10564686,9.6,10.2272273763021
"1580",5385553,"INRA_QTOF",432.10564686,9.6,10.2272273763021
"1581",5385553,"UniToyama_Atlantis",432.10564686,11.84745,10.2272273763021
"1582",5385553,"FEM_long",432.10564686,28.915,10.2272273763021
"1583",5385553,"FEM_orbitrap_plasma",432.10564686,7.43,10.2272273763021
"1584",5385553,"UniToyama_Atlantis",432.10564686,11.966667,10.2272273763021
"1585",5459217,"UniToyama_Atlantis",578.163555668,11.776667,10.9434765625
"1586",5460362,"RIKEN",160.08479226,0.19,1.3450185139974
"1587",5460935,"Cao_HILIC",342.116211546,12.62,9.94086507161458
"1588",5492231,"RIKEN",611.161209944,1.15,10.4238639322917
"1589",5840046,"FEM_long",564.147905604,29.56,10.2454085286458
"1590",6435415,"Eawag_XBridgeC18",358.156242642,5.2,10.8425960286458
"1591",6911854,"RIKEN",359.034472527,0.38,13.2784505208333
"1592",6915744,"UFZ_Phenomenex",836.524569772,23.1,10.6871183268229
"1593",6915744,"Eawag_XBridgeC18",836.524569772,10.1,10.6871183268229
"1594",9546757,"FEM_lipids",743.546505474,17.4,12.7178173828125
"1595",10415542,"MTBLS17",567.332489471,4.72,14.9955078125
"1596",11005824,"LIFE_old",519.332489471,4.2542,17.6014290364583
"1597",11005824,"MTBLS20",519.332489471,11.2,17.6014290364583
"1598",11025495,"FEM_orbitrap_plasma",386.354866094,24.9,18.4173567708333
"1599",11506771,"Waters ACQUITY UPLC with Synapt G1 Q-TOF",217.106255983,7.261883333,8.45876302083333
"1600",11740284,"FEM_orbitrap_urine",376.297745146,17.81,15.9132649739583
"1601",11740284,"FEM_orbitrap_plasma",376.297745146,16.64,15.9132649739583
"1602",11757087,"LIFE_old",541.316839407,4.0197,15.3015006510417
"1603",11953814,"FEM_orbitrap_urine",287.209658421,11.06,17.8204947916667
"1604",11953814,"MTBLS19",287.209658421,5.121666667,17.8204947916667
"1605",11953814,"FEM_orbitrap_plasma",287.209658421,8.86,17.8204947916667
"1606",11953814,"MTBLS87",287.209658421,4.1,17.8204947916667
"1607",11953814,"FEM_orbitrap_plasma",287.209658421,8.76,17.8204947916667
"1608",11953816,"FEM_orbitrap_urine",399.334858933,16.56,19.4564322916667
"1609",11953816,"FEM_orbitrap_plasma",399.334858933,14.9,19.4564322916667
"1610",11953816,"FEM_orbitrap_plasma",399.334858933,14.99,19.4564322916667
"1611",11953821,"MTBLS19",315.240958547,5.71,16.9590445963542
"1612",12305415,"UniToyama_Atlantis",578.163555646,11.126667,11.6871061197917
"1613",12305415,"UniToyama_Atlantis",578.163555646,11.164117,11.6871061197917
"1614",16081932,"MTBLS20",521.348139535,12,19.1163606770833
